ValuationDate,MarketType,Underlying,Stock Name,Volatility Configuration,Spot Price,Expiration Date,Relative Strike,Strike Price,Volatility,Discount Factor,Depth,Forward Price,Dividend Yield
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2026/06/12,100,2754.7500,0.166979,0.991476,HP,2667.69825,0.0198067
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2026/06/12,105,2892.4875,0.163152,0.991476,HP,2667.69825,0.0198067
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2026/06/12,110,3030.2250,0.160669,0.991476,HP,2667.69825,0.0198067
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2026/06/12,120,3305.7000,0.159308,0.991476,HP,2667.69825,0.0198067
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2026/06/12,130,3581.1750,0.161557,0.991476,HP,2667.69825,0.0198067
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2026/06/12,140,3856.6500,0.165957,0.991476,HP,2667.69825,0.0198067
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2026/06/12,150,4132.1250,0.171467,0.991476,HP,2667.69825,0.0198067
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2026/06/12,175,4820.8125,0.186681,0.991476,HP,2667.69825,0.0198067
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2026/06/12,200,5509.5000,0.201509,0.991476,HP,2667.69825,0.0198067
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2026/12/11,50,1377.3750,0.259635,0.988117,HP,2650.26465,0.0198383
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2026/12/11,60,1652.8500,0.233432,0.988117,HP,2650.26465,0.0198383
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2026/12/11,70,1928.3250,0.211427,0.988117,HP,2650.26465,0.0198383
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2026/12/11,80,2203.8000,0.193180,0.988117,HP,2650.26465,0.0198383
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2026/12/11,90,2479.2750,0.178790,0.988117,HP,2650.26465,0.0198383
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2026/12/11,95,2617.0125,0.173166,0.988117,HP,2650.26465,0.0198383
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2026/12/11,100,2754.7500,0.168659,0.988117,HP,2650.26465,0.0198383
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2026/12/11,105,2892.4875,0.165289,0.988117,HP,2650.26465,0.0198383
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2026/12/11,110,3030.2250,0.163028,0.988117,HP,2650.26465,0.0198383
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2026/12/11,120,3305.7000,0.161480,0.988117,HP,2650.26465,0.0198383
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2026/12/11,130,3581.1750,0.162987,0.988117,HP,2650.26465,0.0198383
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2026/12/11,140,3856.6500,0.166433,0.988117,HP,2650.26465,0.0198383
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2026/12/11,150,4132.1250,0.170967,0.988117,HP,2650.26465,0.0198383
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2026/12/11,175,4820.8125,0.184023,0.988117,HP,2650.26465,0.0198383
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2026/12/11,200,5509.5000,0.197128,0.988117,HP,2650.26465,0.0198383
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2027/12/10,50,1377.3750,0.246341,0.980700,HP,2615.24929,0.0201383
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2027/12/10,60,1652.8500,0.223847,0.980700,HP,2615.24929,0.0201383
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2027/12/10,70,1928.3250,0.205279,0.980700,HP,2615.24929,0.0201383
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2027/12/10,80,2203.8000,0.190220,0.980700,HP,2615.24929,0.0201383
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2027/12/10,90,2479.2750,0.178632,0.980700,HP,2615.24929,0.0201383
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2027/12/10,95,2617.0125,0.174171,0.980700,HP,2615.24929,0.0201383
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2027/12/10,100,2754.7500,0.170606,0.980700,HP,2615.24929,0.0201383
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2027/12/10,105,2892.4875,0.167918,0.980700,HP,2615.24929,0.0201383
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2027/12/10,110,3030.2250,0.166064,0.980700,HP,2615.24929,0.0201383
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2027/12/10,120,3305.7000,0.164565,0.980700,HP,2615.24929,0.0201383
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2027/12/10,130,3581.1750,0.165387,0.980700,HP,2615.24929,0.0201383
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2027/12/10,140,3856.6500,0.167779,0.980700,HP,2615.24929,0.0201383
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2027/12/10,150,4132.1250,0.171140,0.980700,HP,2615.24929,0.0201383
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2027/12/10,175,4820.8125,0.181394,0.980700,HP,2615.24929,0.0201383
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2027/12/10,200,5509.5000,0.192147,0.980700,HP,2615.24929,0.0201383
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2028/12/08,50,1377.3750,0.237845,0.972280,HP,2581.82031,0.0204505
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2028/12/08,60,1652.8500,0.217900,0.972280,HP,2581.82031,0.0204505
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2028/12/08,70,1928.3250,0.201672,0.972280,HP,2581.82031,0.0204505
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2028/12/08,80,2203.8000,0.188741,0.972280,HP,2581.82031,0.0204505
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2028/12/08,90,2479.2750,0.178965,0.972280,HP,2581.82031,0.0204505
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2028/12/08,95,2617.0125,0.175240,0.972280,HP,2581.82031,0.0204505
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2028/12/08,100,2754.7500,0.172269,0.972280,HP,2581.82031,0.0204505
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2028/12/08,105,2892.4875,0.170018,0.972280,HP,2581.82031,0.0204505
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2028/12/08,110,3030.2250,0.168441,0.972280,HP,2581.82031,0.0204505
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2028/12/08,120,3305.7000,0.167056,0.972280,HP,2581.82031,0.0204505
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2028/12/08,130,3581.1750,0.167547,0.972280,HP,2581.82031,0.0204505
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2028/12/08,140,3856.6500,0.169351,0.972280,HP,2581.82031,0.0204505
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2028/12/08,150,4132.1250,0.172010,0.972280,HP,2581.82031,0.0204505
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2028/12/08,175,4820.8125,0.180473,0.972280,HP,2581.82031,0.0204505
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2028/12/08,200,5509.5000,0.189646,0.972280,HP,2581.82031,0.0204505
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2029/12/14,50,1377.3750,0.231235,0.962321,HP,2552.45460,0.0206235
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2029/12/14,60,1652.8500,0.213323,0.962321,HP,2552.45460,0.0206235
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2029/12/14,70,1928.3250,0.198924,0.962321,HP,2552.45460,0.0206235
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2029/12/14,80,2203.8000,0.187602,0.962321,HP,2552.45460,0.0206235
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2029/12/14,90,2479.2750,0.179142,0.962321,HP,2552.45460,0.0206235
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2029/12/14,95,2617.0125,0.175932,0.962321,HP,2552.45460,0.0206235
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2029/12/14,100,2754.7500,0.173367,0.962321,HP,2552.45460,0.0206235
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2029/12/14,105,2892.4875,0.171410,0.962321,HP,2552.45460,0.0206235
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2029/12/14,110,3030.2250,0.170013,0.962321,HP,2552.45460,0.0206235
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2029/12/14,120,3305.7000,0.168686,0.962321,HP,2552.45460,0.0206235
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2029/12/14,130,3581.1750,0.168926,0.962321,HP,2552.45460,0.0206235
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2029/12/14,140,3856.6500,0.170292,0.962321,HP,2552.45460,0.0206235
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2029/12/14,150,4132.1250,0.172421,0.962321,HP,2552.45460,0.0206235
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2029/12/14,175,4820.8125,0.179487,0.962321,HP,2552.45460,0.0206235
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2029/12/14,200,5509.5000,0.187393,0.962321,HP,2552.45460,0.0206235
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2030/12/13,50,1377.3750,0.226815,0.950875,HP,2527.38502,0.0208190
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2030/12/13,60,1652.8500,0.210487,0.950875,HP,2527.38502,0.0208190
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2030/12/13,70,1928.3250,0.197471,0.950875,HP,2527.38502,0.0208190
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2030/12/13,80,2203.8000,0.187311,0.950875,HP,2527.38502,0.0208190
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2030/12/13,90,2479.2750,0.179739,0.950875,HP,2527.38502,0.0208190
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2030/12/13,95,2617.0125,0.176854,0.950875,HP,2527.38502,0.0208190
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2030/12/13,100,2754.7500,0.174528,0.950875,HP,2527.38502,0.0208190
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2030/12/13,105,2892.4875,0.172724,0.950875,HP,2527.38502,0.0208190
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2030/12/13,110,3030.2250,0.171399,0.950875,HP,2527.38502,0.0208190
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2030/12/13,120,3305.7000,0.170003,0.950875,HP,2527.38502,0.0208190
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2030/12/13,130,3581.1750,0.169960,0.950875,HP,2527.38502,0.0208190
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2030/12/13,140,3856.6500,0.170915,0.950875,HP,2527.38502,0.0208190
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2030/12/13,150,4132.1250,0.172568,0.950875,HP,2527.38502,0.0208190
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2030/12/13,175,4820.8125,0.178407,0.950875,HP,2527.38502,0.0208190
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2030/12/13,200,5509.5000,0.185202,0.950875,HP,2527.38502,0.0208190
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2031/12/12,50,1377.3750,0.223143,0.937990,LP,2509.21225,0.0208339
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2031/12/12,60,1652.8500,0.207972,0.937990,LP,2509.21225,0.0208339
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2031/12/12,70,1928.3250,0.195978,0.937990,LP,2509.21225,0.0208339
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2031/12/12,80,2203.8000,0.186696,0.937990,LP,2509.21225,0.0208339
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2031/12/12,90,2479.2750,0.179830,0.937990,LP,2509.21225,0.0208339
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2031/12/12,95,2617.0125,0.177223,0.937990,LP,2509.21225,0.0208339
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2031/12/12,100,2754.7500,0.175122,0.937990,LP,2509.21225,0.0208339
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2031/12/12,105,2892.4875,0.173489,0.937990,LP,2509.21225,0.0208339
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2031/12/12,110,3030.2250,0.172284,0.937990,LP,2509.21225,0.0208339
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2031/12/12,120,3305.7000,0.170989,0.937990,LP,2509.21225,0.0208339
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2031/12/12,130,3581.1750,0.170898,0.937990,LP,2509.21225,0.0208339
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2031/12/12,140,3856.6500,0.171703,0.937990,LP,2509.21225,0.0208339
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2031/12/12,150,4132.1250,0.173145,0.937990,LP,2509.21225,0.0208339
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2031/12/12,175,4820.8125,0.178353,0.937990,LP,2509.21225,0.0208339
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2031/12/12,200,5509.5000,0.184521,0.937990,LP,2509.21225,0.0208339
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2032/12/10,50,1377.3750,0.220716,0.924124,LP,2495.86274,0.0207713
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2032/12/10,60,1652.8500,0.206487,0.924124,LP,2495.86274,0.0207713
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2032/12/10,70,1928.3250,0.195312,0.924124,LP,2495.86274,0.0207713
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2032/12/10,80,2203.8000,0.186716,0.924124,LP,2495.86274,0.0207713
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2032/12/10,90,2479.2750,0.180383,0.924124,LP,2495.86274,0.0207713
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2032/12/10,95,2617.0125,0.177979,0.924124,LP,2495.86274,0.0207713
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2032/12/10,100,2754.7500,0.176037,0.924124,LP,2495.86274,0.0207713
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2032/12/10,105,2892.4875,0.174521,0.924124,LP,2495.86274,0.0207713
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2032/12/10,110,3030.2250,0.173392,0.924124,LP,2495.86274,0.0207713
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2032/12/10,120,3305.7000,0.172141,0.924124,LP,2495.86274,0.0207713
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2032/12/10,130,3581.1750,0.171982,0.924124,LP,2495.86274,0.0207713
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2032/12/10,140,3856.6500,0.172641,0.924124,LP,2495.86274,0.0207713
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2032/12/10,150,4132.1250,0.173891,0.924124,LP,2495.86274,0.0207713
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2032/12/10,175,4820.8125,0.178546,0.924124,LP,2495.86274,0.0207713
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2032/12/10,200,5509.5000,0.184168,0.924124,LP,2495.86274,0.0207713
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2033/12/09,50,1377.3750,0.218792,0.909200,LP,2497.70804,0.0202311
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2033/12/09,60,1652.8500,0.205341,0.909200,LP,2497.70804,0.0202311
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2033/12/09,70,1928.3250,0.194829,0.909200,LP,2497.70804,0.0202311
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2033/12/09,80,2203.8000,0.186778,0.909200,LP,2497.70804,0.0202311
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2033/12/09,90,2479.2750,0.180857,0.909200,LP,2497.70804,0.0202311
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2033/12/09,95,2617.0125,0.178608,0.909200,LP,2497.70804,0.0202311
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2033/12/09,100,2754.7500,0.176786,0.909200,LP,2497.70804,0.0202311
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2033/12/09,105,2892.4875,0.175356,0.909200,LP,2497.70804,0.0202311
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2033/12/09,110,3030.2250,0.174283,0.909200,LP,2497.70804,0.0202311
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2033/12/09,120,3305.7000,0.173060,0.909200,LP,2497.70804,0.0202311
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2033/12/09,130,3581.1750,0.172844,0.909200,LP,2497.70804,0.0202311
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2033/12/09,140,3856.6500,0.173388,0.909200,LP,2497.70804,0.0202311
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2033/12/09,150,4132.1250,0.174487,0.909200,LP,2497.70804,0.0202311
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2033/12/09,175,4820.8125,0.178707,0.909200,LP,2497.70804,0.0202311
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2033/12/09,200,5509.5000,0.183899,0.909200,LP,2497.70804,0.0202311
